instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,registered,cnt
306,1/14/11,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,8,8
307,1/14/11,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0,17,17
308,1/14/11,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,70,70
309,1/14/11,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0,156,158
310,1/14/11,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,117,117
311,1/14/11,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,40,44
312,1/14/11,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,47,53
313,1/14/11,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,59,61
314,1/14/11,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,73,77
315,1/14/11,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,59,64
316,1/14/11,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,59,68
317,1/14/11,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,87,90
318,1/14/11,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,155,159
319,1/14/11,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0,134,139
320,1/14/11,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,89,92
321,1/14/11,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0,68,68
322,1/14/11,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0,48,52
323,1/14/11,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0,34,36
324,1/14/11,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0,26,27
325,1/15/11,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0,25,28
326,1/15/11,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,18,20
327,1/15/11,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,12,12
328,1/15/11,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0,7,8
329,1/15/11,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0,5,5
330,1/15/11,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0,1,1
331,1/15/11,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,2,3
332,1/15/11,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0,9,10
333,1/15/11,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,22,23
334,1/15/11,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,31,33
335,1/15/11,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,57,59
336,1/15/11,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,54,72
337,1/15/11,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,74,89
338,1/15/11,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,80,101
339,1/15/11,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,92,118
340,1/15/11,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,108,129
341,1/15/11,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,95,128
342,1/15/11,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,54,83
343,1/15/11,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,69,84
344,1/15/11,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,60,74
345,1/15/11,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,35,41
346,1/15/11,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,51,57
347,1/15/11,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,26,26
348,1/15/11,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,39,44
349,1/16/11,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0,33,39
350,1/16/11,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,19,23
351,1/16/11,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,13,16
352,1/16/11,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0,6,15
353,1/16/11,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,1,1
354,1/16/11,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,2
355,1/16/11,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1
356,1/16/11,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,3,3
357,1/16/11,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,18,18
358,1/16/11,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,29,32
359,1/16/11,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,71,79
360,1/16/11,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,70,93
361,1/16/11,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,75,104
362,1/16/11,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,95,118
363,1/16/11,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,69,91
364,1/16/11,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,78,113
365,1/16/11,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,77,99
366,1/16/11,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,82,105
367,1/16/11,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,56,67
368,1/16/11,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,47,61
369,1/16/11,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,50,57
370,1/16/11,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,22,28
371,1/16/11,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,19,21
372,1/16/11,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,18,18
373,1/17/11,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,16,17
374,1/17/11,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,15,16
375,1/17/11,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,8,8
376,1/17/11,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,2,2
377,1/17/11,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,2,3
378,1/17/11,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,1,1
379,1/17/11,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,5,5
380,1/17/11,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,9,13
381,1/17/11,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,30,33
382,1/17/11,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,39,47
383,1/17/11,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,50,57
384,1/17/11,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,55,64
385,1/17/11,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,70,80
386,1/17/11,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,80,93
387,1/17/11,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,74,86
388,1/17/11,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,72,93
389,1/17/11,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,76,82
390,1/17/11,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,67,71
391,1/17/11,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,85,92
392,1/17/11,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,58,60
393,1/17/11,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,29,33
394,1/17/11,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,24,27
395,1/17/11,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,13,13
396,1/17/11,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,3,4
397,1/18/11,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,3,3
398,1/18/11,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,22,22
399,1/18/11,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,26,28
400,1/18/11,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,32,35
401,1/18/11,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,61,61
402,1/18/11,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,124,125
403,1/18/11,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,132,133
404,1/18/11,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,98,99
405,1/18/11,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0,83,83
406,1/18/11,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,41,41
407,1/18/11,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,33,33
408,1/18/11,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0,19,20
409,1/19/11,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0,3,3
410,1/19/11,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,6,7
411,1/19/11,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,3,3
412,1/19/11,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,2
413,1/19/11,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,7,7
414,1/19/11,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,32,32
415,1/19/11,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,89,90
416,1/19/11,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,196,197
417,1/19/11,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,107,109
418,1/19/11,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,46,47
419,1/19/11,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,47,52
420,1/19/11,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,65,70
421,1/19/11,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,67,78
422,1/19/11,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,68,75
423,1/19/11,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,78,82
424,1/19/11,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,94,104
425,1/19/11,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,190,197
426,1/19/11,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,156,161
427,1/19/11,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,108,112
428,1/19/11,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,74,76
429,1/19/11,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,55,59
430,1/19/11,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,53,59
431,1/19/11,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,27,28
432,1/20/11,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,8,13
433,1/20/11,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0,3,5
434,1/20/11,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0,2,2
435,1/20/11,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,1,1
436,1/20/11,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,1,1
437,1/20/11,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,6,6
438,1/20/11,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,35,35
439,1/20/11,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,100,101
440,1/20/11,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,247,249
441,1/20/11,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,140,143
442,1/20/11,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,56,57
443,1/20/11,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,63,68
444,1/20/11,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0,77,84
445,1/20/11,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,86,98
446,1/20/11,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,75,81
447,1/20/11,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,62,70
448,1/20/11,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,83,91
449,1/20/11,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,207,215
450,1/20/11,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,184,185
451,1/20/11,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,146,152
452,1/20/11,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,124,126
453,1/20/11,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,54,57
454,1/20/11,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,56,56
455,1/20/11,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,28,31
456,1/21/11,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,20,21
457,1/21/11,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,6,6
458,1/21/11,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,2,2
459,1/21/11,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,1,1
460,1/21/11,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,1,1
461,1/21/11,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,4,5
462,1/21/11,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,27,27
463,1/21/11,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,66,68
464,1/21/11,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,210,217
465,1/21/11,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,159,166
466,1/21/11,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,57,63
467,1/21/11,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,53,59
468,1/21/11,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,67,78
469,1/21/11,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,65,73
470,1/21/11,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,56,62
471,1/21/11,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,61,65
472,1/21/11,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,97,97
473,1/21/11,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,151,161
474,1/21/11,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,119,120
475,1/21/11,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,93,96
476,1/21/11,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,52,53
477,1/21/11,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,41,41
478,1/21/11,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,33,34
479,1/21/11,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,27,27
480,1/22/11,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,13,13
481,1/22/11,1,0,1,1,0,6,0,2,0.04,0,0.41,0.3881,9,12
482,1/22/11,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,11,11
483,1/22/11,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,6,7
484,1/22/11,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,3,3
485,1/22/11,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,2,2
486,1/22/11,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,8,8
487,1/22/11,1,0,1,8,0,6,0,1,0.02,0,0.44,0.3284,26,27
488,1/22/11,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,37,40
489,1/22/11,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,50,53
490,1/22/11,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,59,63
491,1/22/11,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,60,70
492,1/22/11,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0,72,84
493,1/22/11,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,64,75
494,1/22/11,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0,93,103
495,1/22/11,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,72,83
496,1/22/11,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0,59,67
497,1/22/11,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,54,54
498,1/22/11,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,53,59
499,1/22/11,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,44,45
500,1/22/11,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,39,39
501,1/22/11,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0,23,30
502,1/22/11,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,31,33
503,1/23/11,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,20,22
504,1/23/11,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,12,13
505,1/23/11,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,15,18
506,1/23/11,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,4,5
507,1/23/11,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,3,3
508,1/23/11,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,1,1
509,1/23/11,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1,2
510,1/23/11,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,17,19
511,1/23/11,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,25,28
512,1/23/11,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,51,58
513,1/23/11,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,77,99
514,1/23/11,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,92,116
515,1/23/11,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,75,87
516,1/23/11,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,93,110
517,1/23/11,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,64,77
518,1/23/11,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,56,65
519,1/23/11,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,50,55
520,1/23/11,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,44,49
521,1/23/11,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,45,50
522,1/23/11,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,31,35
523,1/23/11,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,0.194,20,25
524,1/23/11,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.194,23,28
525,1/23/11,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,17,21
526,1/24/11,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,7,7
527,1/24/11,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.194,1,1
528,1/24/11,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,1,1
529,1/24/11,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,1,1
530,1/24/11,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,5,5
531,1/24/11,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,15,15
532,1/24/11,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0,79,84
533,1/24/11,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0,171,177
534,1/24/11,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0,98,102
535,1/24/11,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0,34,40
536,1/24/11,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,43,46
537,1/24/11,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,52,63
538,1/24/11,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,54,60
539,1/24/11,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,43,45
540,1/24/11,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,50,57
541,1/24/11,1,0,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,66,70
542,1/24/11,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,178,184
543,1/24/11,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,0.194,145,153
544,1/24/11,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,101,106
545,1/24/11,1,0,1,20,0,1,1,1,0.14,0.1364,0.59,0.194,80,81
546,1/24/11,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,53,59
547,1/24/11,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,32,35
548,1/24/11,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,21,24
549,1/25/11,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,6,9
550,1/25/11,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,5,5
551,1/25/11,1,0,1,2,0,2,1,1,0.16,0.1515,0.69,0.2239,2,2
552,1/25/11,1,0,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,1,1
553,1/25/11,1,0,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,9,9
554,1/25/11,1,0,1,6,0,2,1,1,0.16,0.1818,0.74,0.1045,35,36
555,1/25/11,1,0,1,7,0,2,1,1,0.16,0.1515,0.74,0.2239,103,108
556,1/25/11,1,0,1,8,0,2,1,2,0.16,0.1818,0.74,0.1343,233,238
557,1/25/11,1,0,1,9,0,2,1,2,0.2,0.2273,0.64,0.0896,134,144
558,1/25/11,1,0,1,10,0,2,1,2,0.22,0.2424,0.6,0.1045,49,55
559,1/25/11,1,0,1,11,0,2,1,2,0.24,0.2424,0.6,0.1343,55,61
560,1/25/11,1,0,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,85,106
561,1/25/11,1,0,1,13,0,2,1,2,0.26,0.2727,0.56,0.1343,72,93
562,1/25/11,1,0,1,14,0,2,1,2,0.3,0.3333,0.45,0,57,68
563,1/25/11,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,0,63,84
564,1/25/11,1,0,1,16,0,2,1,2,0.32,0.3485,0.42,0,102,116
565,1/25/11,1,0,1,17,0,2,1,1,0.3,0.3333,0.45,0,208,222
566,1/25/11,1,0,1,18,0,2,1,2,0.3,0.3182,0.49,0.0896,218,225
567,1/25/11,1,0,1,19,0,2,1,2,0.26,0.2576,0.65,0.1642,133,146
568,1/25/11,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.194,103,119
569,1/25/11,1,0,1,21,0,2,1,1,0.24,0.2273,0.65,0.194,40,45
570,1/25/11,1,0,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,49,53
571,1/25/11,1,0,1,23,0,2,1,2,0.22,0.2273,0.64,0.1642,37,40
572,1/26/11,1,0,1,0,0,3,1,2,0.22,0.2273,0.69,0.1343,14,17
573,1/26/11,1,0,1,1,0,3,1,2,0.24,0.2424,0.65,0.1343,5,5
574,1/26/11,1,0,1,2,0,3,1,3,0.22,0.2273,0.69,0.194,7,10
575,1/26/11,1,0,1,5,0,3,1,3,0.2,0.1818,0.86,0.2836,1,1
576,1/26/11,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,8,8
577,1/26/11,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,29,30
578,1/26/11,1,0,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,69,72
579,1/26/11,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,55,58
580,1/26/11,1,0,1,10,0,3,1,3,0.22,0.2121,0.93,0.2836,26,28
581,1/26/11,1,0,1,11,0,3,1,3,0.22,0.197,0.93,0.3284,35,41
582,1/26/11,1,0,1,12,0,3,1,3,0.22,0.197,0.93,0.3284,41,48
583,1/26/11,1,0,1,13,0,3,1,3,0.22,0.197,0.93,0.3284,43,47
584,1/26/11,1,0,1,14,0,3,1,3,0.22,0.197,0.93,0.3582,36,36
585,1/26/11,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,42,43
586,1/26/11,1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,35,36
587,1/26/11,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,26,26
588,1/27/11,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,23,24
589,1/27/11,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,82,84
590,1/27/11,1,0,1,18,0,4,1,1,0.2,0.2273,0.69,0.0896,101,104
591,1/27/11,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,76,79
592,1/27/11,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,55,59
593,1/27/11,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,36,38
594,1/27/11,1,0,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,27,27
595,1/27/11,1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,16,16
596,1/28/11,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343,9,9
597,1/28/11,1,0,1,1,0,5,1,2,0.2,0.2121,0.75,0.1343,2,3
598,1/28/11,1,0,1,2,0,5,1,2,0.2,0.2121,0.75,0.1642,2,2
599,1/28/11,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,0,1
600,1/28/11,1,0,1,5,0,5,1,2,0.18,0.2121,0.8,0.1045,4,4
601,1/28/11,1,0,1,6,0,5,1,2,0.18,0.197,0.8,0.1343,16,16
602,1/28/11,1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,58,60
603,1/28/11,1,0,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,155,157
604,1/28/11,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,95,101
605,1/28/11,1,0,1,10,0,5,1,3,0.18,0.2121,0.86,0.1045,49,49
606,1/28/11,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,30,30
607,1/28/11,1,0,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045,28,29
608,1/28/11,1,0,1,13,0,5,1,3,0.18,0.2121,0.93,0.1045,31,31
609,1/28/11,1,0,1,14,0,5,1,3,0.22,0.2727,0.8,0,36,38
610,1/28/11,1,0,1,15,0,5,1,2,0.2,0.2576,0.86,0,40,41
611,1/28/11,1,0,1,16,0,5,1,1,0.22,0.2727,0.8,0,70,80
