	text	label
614	the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.	0
615	the charger worked for about a week and then completely stopped charging my phone.	0
616	Poor product.	0
617	However I needed some better instructions.	0
618	You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.	0
619	Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).	1
620	Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.	0
621	DO NOT BUY DO NOT BUYIT SUCKS	0
622	This is a great product..... sure beats using your fingers!.	1
623	Plus, I seriously do not believe it is worth its steep price point.	0
624	All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.	1
625	Very Dissapointing Performance.	0
626	Don't make the same mistake that I did and please don't buy this phone.	0
627	This phone might well be the worst I've ever had in any brand.	0
628	Case was more or less an extra that I originally put on but later discarded because it scratched my ear.	0
629	I recommend iGo to anyone with different brand cell phones/mp3 players in the family.	1
630	Don't bother - go to the store.	0
631	I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!	1
632	I did not have any problem with this item and would order it again if needed.	1
633	You get what you pay for I guess.	0
634	Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.	1
635	im surprised this is a good quality car charger and there's not much reviews about it.	1
636	These are fabulous!	1
637	However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.	0
638	I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.	1
639	Disappointing accessory from a good manufacturer.	0
640	Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.	0
641	Very wind-resistant.	1
642	Obviously they have a terrible customer service, so you get what you pay for.	0
643	They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.	1
644	I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.	0
645	Linksys should have some way to exchange a bad phone for a refurb unit or something!	0
646	Phone is sturdy as all nokia bar phones are.	1
647	Great phone.	1
648	When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.	0
649	I'm pleased.	1
650	Battery is terrible.	0
651	I found the product to be easy to set up and use.	1
652	The earpiece on this is too large or too heavy...it keeps falling out of my ear.	0
653	Utter crap.. Sound quality is TERRIBLE.	0
654	The charger arrived within the promised timeframe, but it did not work.	0
655	No ear loop needed, it's tiny and the sound is great.	1
656	Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.	0
657	The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.	1
658	Talk about USELESS customer service.	0
659	"It felt too light and ""tinny.""."	0
660	This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.	0
661	I'm happy about this purchase- good quality and low price.	1
662	I love the look and feel of Samsung flipphones.	1
663	Its well-designed and very sharp -- the blue is a very nice color.	1
664	Does everything it should and more.	1
665	I could not recommend these more.	0
666	Nice Sound.	1
667	Looks good in the picture, but this case was a huge disappointment!!	0
668	Much less than the jawbone I was going to replace it with.	1
669	Setup went very smoothly.	1
670	its extremely slow and takes forever to do anything with it.	0
671	"A must study for anyone interested in the ""worst sins"" of industrial design."	0
672	The first thing that happened was that the tracking was off.	0
673	It is well made, easy to access the phone and has a handy, detachable belt clip.	1
674	Then I had to continue pairing it periodically since it somehow kept dropping.	0
675	Can't upload ringtones from a third party.	0
676	Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.	0
677	Truly awful.	0
678	It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.	1
679	The volume for the ringer is REAL good (you have choices how loud).	1
680	And none of the tones is acceptable.	0
681	camera color balance is AWFUL.	0
682	This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.	0
683	I love the ringtones because they are so upbeat!	1
684	Chinese Forgeries Abound!.	0
685	Easy to pair with my Samsung Cell.	1
686	The instructions didn't explain that a microphone jack could be used.	0
687	i would advise to not purchase this item it never worked very well.	0
688	Too bad you have to pay up to $$$ a month for the service!	0
689	Works well.	1
690	The nokia CA-42 USB cable did not work with my phone.	0
691	Clear crisp sound.	1
692	I have to use the smallest earpieces provided, but it stays on pretty well.	1
693	The biggest complaint I have is, the battery drains superfast.	0
694	The design might be ergonomic in theory but I could not stand having these in my ear.	0
695	Do NOT buy if you want to use the holster.	0
696	The phone can also take great pictures and even video clips.	1
697	It doesn't make you look cool.	0
698	Because both ears are occupied, background is not distracting at all.	1
699	Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.	1
700	Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.	0
701	You can't beat the price on these.	1
702	* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!	1
703	lightweight and works well.	1
704	So just beware.	0
705	I love this cable - it allows me to connect any mini-USB device to my PC.	1
706	So anyone near you will hear part of your conversation.	0
707	This is cool because most cases are just open there allowing the screen to get all scratched up.	1
708	I bought this phone as a replacement for my StarTac and have regretted it since.	0
709	Appears to actually outperform the original battery from China that came with my V325i.	1
710	Can't store anything but phone numbers to SIM.	0
711	It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.	0
712	Poor quality.	0
713	"jabra ear gels ""R"" the best!."	1
714	Not worth it.	0
715	The phone crashed completely and now I have to get it replaced.	0
716	It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.	1
717	Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).	0
718	It was a great phone.	1
719	if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.	0
720	Good value, works fine - power via USB, car, or wall outlet.	1
